"business_id","review_id","date","stars","text","votes_useful","state","city","wordsLength","negative","positive","positivity","negativity"
"96-__E9bD-aVQsYVZ_E7uQ","HOFexiuQ-KOCUrylqx-Rdw","2012-01-29",1,"I wanted to give Macy's more stars.  I wavered between 1 and 2 stars, but based on my last experience there, I can't give it anything but 1 star.  I WANT to like Macy's, because it's convenient to be able to buy many different things in one place.  I went there last fall with the primary intention of buying perfume for myself (just another bottle of Clinique Happy).

First, however, I stopped in the men's department to buy my husband some dress shirts.  A sales associate said hello to me, but then watched me riffle through shirts for greater than 20 minutes, as I was trying to find my husband's size, without offering to help.

Next stop was handbag department to get a bag for an interview.  This department actually did please.  The girl working there was extremely helpful and attentive.

Last stop was Clinique counter.  One associate was doing a makeup application.  The other was checking someone out.  Waited awhile, just needed to get my bottle of Happy and go.  Then the ""other"" went over and chatted with another person for awhile, telling me she'd be ""right with me"".  Then went into their employee area to do something else.  I seriously waited more than 10 minutes for someone to help me.  Finally, the associate who had been doing the makeup saw me, asked if she could help me (as she's trying to check out the person she did makeup for), grabbed my perfume, and checked me out right after. 

Getting service was like pulling teeth. Maybe it is because I was wearing scrubs ( I am a physician) but I am a firm believer that all people should be treated equal.  Especially at Macy's!",0,"WI","Madison",103,1,14,0.135922330097087,0.00970873786407767
"96-__E9bD-aVQsYVZ_E7uQ","8_d0Qx1dEDRa-hLWGOJibA","2012-08-23",2,"I miss Marshall Fields.

I'm not sure what happened with this store, but it's generally a mess.  I needed a few things for a last minute interview and thought Macy's would be the most convenient place.

The men's section was a complete mess.  I rifled through pants and dress shirts for about 15 or 20 minutes before anyone came over to help.  The sizes were so out of order that it took the sales associate quite a while to find anything in my size.  At least the associate who helped me was very nice.

As far as department stores in Madison go, sadly this is probably your best bet.",4,"WI","Madison",38,3,4,0.105263157894737,0.0789473684210526
"96-__E9bD-aVQsYVZ_E7uQ","SHHqX8aIpOBMo712te5tfA","2012-12-03",2,"Shopping a department store during the holidays and Yelp's Shop Local Pledge? 
FOR SHAME!
But hear me out, there are some things I simply can't find shopping the little guys. (Apologies to the entire small business community but I plan to spend some dough with you guys too!) 
Not really much to say about the place outside from the fact that it's a hot mess. At least in the men's section everything is way too close together, It's so hard to tell what collection goes with what, and bright red signs make you think things are on sale, but they're not. Use those little scanner thingies to check before you make your way to the cashier. I know during the holiday season you have to cut these guys some slack, we're lucky that everything is on a table or hanging and not laying on the floor right? Eh, I guess so. But I'm always prepared to spend more than I actually do at places like this because it's so hard to navigate and I wind up gettin' the sweats and have to leave.",3,"WI","Madison",67,6,8,0.119402985074627,0.0895522388059701
"96-__E9bD-aVQsYVZ_E7uQ","uzsxA1wWWkFin97iJhGHng","2013-03-07",3,"Technically, I didn't buy anything...

buuuuut I did try.

I was looking for a new work/dance/life bag which goes with me everywhere I prance along. There were a few cool selections. Ex, I'm digging the latest Coach stuffs, and a few other Macy's bags.

The kicker? I can buy the exact same bag on Amazon or online for like, 20-30% less. Super bumsies for Macy's. Sorry!

This chick is saving pennies via the internets.  

Customer service though, was very sweet. They were helpful (to their own capacity) and seemed like they really enjoyed picking out selections for me.  Maybe another day Macy's.",2,"WI","Madison",39,0,5,0.128205128205128,0
"96-__E9bD-aVQsYVZ_E7uQ","XiAsSnwzv5RiyqwZkilJUg","2013-03-21",3,"Ok, it's Macy's.  We all know them, but I wish that Marshall Fields was still around. I hate going through racks of clothing so jam packed it can become impossible to shop and browse.  They've tried to make this a first class experience (and I'm only giving 3 stars cuz of good name brands and customer service) but this messy and small store is nothing like Macy's on Michigan Ave in Chicago.",0,"WI","Madison",27,4,5,0.185185185185185,0.148148148148148
"96-__E9bD-aVQsYVZ_E7uQ","ppME0QJ8xHx_YnS9ivTT7A","2013-05-29",2,"I have to start by saying that I almost never go into Macy's. Here in Madison it is located in a rather upscale mall that caters to an older adult crowd. Today I was in the area and decided to kill some time. I really want to like Macy's. I started in the bag department and they had some nice things. Here is the thing they are soooo over priced. I then went into shoes and then to the plus size women's area. I ended my time in lingerie. I could not find anything I was willing to buy. They have good quality goods but why would I pay double? For the most part the staff was also not friendly. I met one sweet lady in the lingerie department.",1,"WI","Madison",44,1,5,0.113636363636364,0.0227272727272727
"96-__E9bD-aVQsYVZ_E7uQ","DeARcXpfoxKGZWM791MrCw","2013-11-13",1,"I've been to this store several times over the past few months, always visiting with the intention of buying something (shoes, shirts, sweaters, pants...). Always leave empty handed.

- Store was in complete disarray. On a Wednesday afternoon. Nearly empty. Very, very unkempt
- Not a single soul available to help, even when I searched around... 
- Nothing on sale, unless I wanted to open a Macy's card
- Everything is super crowded/difficult to navigate
- The clearance racks were a complete nightmare
- Selection/variety - meh. 

I give-up. Done trying to buy something from here.",1,"WI","Madison",43,2,3,0.0697674418604651,0.0465116279069767
"96-__E9bD-aVQsYVZ_E7uQ","djyyaNSR1zQ_slxxyMvcSQ","2014-01-09",1,"I came here to buy a winter coat. I'm tall and you don't cater to talls. In fact you had no coats that fit me in the arms. I understand that. Not many places do (almost no one--I order online now from a different retailer.) 

I spent hours trying to find the proper size coat to just try on. Why? Your coat section looked like a bomb went off in it. I used to do sales and go into homes--and your store's coat department looked worse than a hoarder's living room. Nothing was where it should have been--and things were piled up, Zippers on coats were damaged, and not a thing was in it's proper place. It was like digging for a needle in a haystack. It was like a crap shoot. 

The main reason I put finger to keyboard? Your employee accused me of STEALING MY OWN COAT!!!!!! I was asked to return what I was wearing to the rack!!!! I had to show the woman the cat hair on mine, and lead her to the Kenneth Cole coats you did sell that were not the same as mine--and it was kind of a big deal. I would compare the experience to a sailor lost in the middle of the Atlantic Ocean while surrounded by dense fog with sharks circling the boat. Wow. I'll never return. Not even to buy Mac.",1,"WI","Madison",87,9,9,0.103448275862069,0.103448275862069
"96-__E9bD-aVQsYVZ_E7uQ","TVeqKzE2JIoy-FlgQSD3jw","2014-04-14",4,"The Clinique counter staff at Macy's Hilldale in Madison is very helpful, warm, friendly and professional. Viktoria took my number and called me when an item came in that had temporarily sold out. Happy and quick transaction.",3,"WI","Madison",19,0,4,0.210526315789474,0
"96-__E9bD-aVQsYVZ_E7uQ","X1p3dxK03mQA6weQoXV04A","2014-05-16",2,"I've been to this store a few times, and yesterday's visit was nothing unusual. The clearance racks were in disarray, and there was a HUGE amount of clothing by the fitting room, waiting to be put away (normally I paw through it but the rack was too full to move anything around). 

I went to the ladies room and could not believe the smell in there. It was perfume, really strong, heavy perfume. I thought I was going crazy until I washed my hands and saw the perfume tester strips by the sink - there were a couple between all the sinks, which looked intentional to me. Then, in the fitting room, there was more of the same stuff floating in the air. It gave me a headache and basically chased me out of the store.",1,"WI","Madison",52,4,7,0.134615384615385,0.0769230769230769
"96-__E9bD-aVQsYVZ_E7uQ","sf--8B1r1H1rIsa1Gj8Qeg","2014-08-01",4,"I love Macy's! I enjoy shopping for all the name brands they currently carry. 
Their only down fall.... the cosmetics and accessory counters never have any of their girls available! It never fails!! And it's annoying!!!",0,"WI","Madison",12,2,3,0.25,0.166666666666667
"96-__E9bD-aVQsYVZ_E7uQ","XYEbxzIsEsxgsYxZnNY9IQ","2014-12-01",5,"I was a little surprised to see so many negative reviews about this location! My husband and I went in on Monday, 11/30, to look at a few Michael Kors handbags; unfortunately we were short on time and didn't get to see the entire store. However, the parts that we did tour (Men's clothing and the handbag area) were both extremely clean, organized and seemed to be surprisingly well-stocked with popular/good looking items. We had been a little disillusioned recently, by other department stores, due to lack of selection. A lot of places seem to be falling off the cart when it comes to knowing what is ""in style"" now. We were both happy to see that this Macy's location was not one of them. 

When we came to the handbag area (which was also very clean and nicely laid out) a very pleasant older woman (I think her name was Sandra) greeted us and informed us of a pre-sale that was going on. We walked out of Macy's having reserved 2 Michael Kors handbags (I'm a lucky girl this Christmas! : ) . However, we probably would not have gotten two, if it weren't for Sandra, who gave us the 25% pre-sale discount on BOTH bags (one of which was already marked down as ""on sale""). 

I went into this Macy's not really expecting to see a good selection of handbags, but I was pleasantly surprised. 

Because of their willingness to work with you on price, I WILL return to this Macy's. :)",0,"WI","Madison",85,3,12,0.141176470588235,0.0352941176470588
"96-__E9bD-aVQsYVZ_E7uQ","_eeA4Y3kRj4PJUnurx3MZg","2014-12-14",1,"When this store was Marshall Field's, I was a regular shopper.  It was always clean and neat with friendly associates who were willing to go the extra mile to make you happy.  Fast forward to 2014 and Macy's.  This store is in constant disarray.  It amazes me how crammed the racks are.  It makes it difficult to walk in departments without getting hit in the arms or the back.  There selection of Men's big and tall is totally non existent.  Every department is either so jumbled with clothing that it is impossible to shop or their tables are just piled (not folded) with so much stuff that you just wanna pass it by.  Then there is the subject of their employees.  RUDE.  They could care less about how their department looks.  All they are concerned with is when is my shift over and when do I get paid.   There are many other choices that I have to shop at and I will always choose those over Macy's.",1,"WI","Madison",57,3,8,0.140350877192982,0.0526315789473684
"96-__E9bD-aVQsYVZ_E7uQ","RQ8BqQE-MjukmL1dClSlRA","2014-12-21",1,"I almost never shop at Macy's for some of the very reasons other reviewers listed.  I was given a gift card early this year and finally decided to stop in ... a decision I still regret.  I was in the purse department, the in house Christmas music was overshadowed by the ear splitting rock music coming from the MAC cosmetics area.  (I cannot imagine the noise on the opposite of the store.) It was annoying to the point, I went to another level of the store.

While in the accessory department, I notice items haphazardly all over, no organization, you had to dig through piles to find anything.  The women's department was not much better.  I was disappointed in the quality and selection.

If not for the gift card, I would not be shopping here, nor would I recommended it, especially for families.  The tiny one person escalators would not be easy to maneuver if you had a squirming child.",0,"WI","Madison",60,6,11,0.183333333333333,0.1
"DJz-fGa44UK9AzHOmqwRzg","5a85H0NL9dl4Tkzo2g-8bw","2012-02-02",4,"Calling all shoe Diva's...

Listen up I just bought 3 pairs of boots for 132.00 Not to shabby huh?:)!!! 
I would have purchased more but my calves would not allow me to purchase the really cute boots with zippers!!!:( so sad huh?  A tip for you all, if you wear red into the store and you make a purchase you get 20% off woot woot:) you only have until February 5th so get on in there for the savings.",0,"AZ","Glendale",29,2,3,0.103448275862069,0.0689655172413793
"DJz-fGa44UK9AzHOmqwRzg","fqDJZ2wJVEvcZuSiDPn8Ug","2012-11-25",4,"Take your time and look through the sales racks and you will find some great deals!  I truly appreciate one stop shopping with our busy lives!  Love the shoe department too!!",0,"AZ","Glendale",14,0,2,0.142857142857143,0
"DJz-fGa44UK9AzHOmqwRzg","I54K7qIs8D6TkwqbDLOtDA","2013-01-26",4,"Really an enjoyable Macy's. not too big but has all your needs. Customer service is also good!",0,"AZ","Glendale",6,0,2,0.333333333333333,0
"DJz-fGa44UK9AzHOmqwRzg","sNmerHu4bdTxmdoz_bhorw","2013-08-18",3,"This Macy's is ok.  It needs a facelift.  Things are everywhere not too organized.  But the staff is super friendly.  Sales were pretty good.",2,"AZ","Glendale",9,0,4,0.444444444444444,0
"DJz-fGa44UK9AzHOmqwRzg","F-zOZd4zH3Ynl6hO-9ze5Q","2013-11-06",3,"Macy's has a lot of Christmas gift boxes / ideas, especially  on the cologne and perfume great gift ideas there the store is being decorated right now for Christmas all the employees I talked with  seem to be very helpful and knowledgeable about the product.",0,"AZ","Glendale",19,0,3,0.157894736842105,0
"DJz-fGa44UK9AzHOmqwRzg","pa5EPBpp_DBuRG1E1ic9RQ","2013-12-29",1,"Worst customer service I have ever experienced. I had multiple sales reps walk right past me to ask how another customer was doing and if they had any questions or needed help. Not one person could ask me how I was doing, if I needed help or if I had any questions. Finally one girl around the benefit counter walked up and asked. I was able to ask my questions and make my purchase. 

Note: I work retail and know customer service. I also spent about 1 hour in the store and maybe talked to a total of two people. I also couldn't get any of the women working at the make up counters to notice me. But if any one else walked up, they were served.",0,"AZ","Glendale",43,1,8,0.186046511627907,0.0232558139534884
"DJz-fGa44UK9AzHOmqwRzg","h5XB0KU8Wsam9OPquozTxQ","2014-01-03",4,"Love Macys had really good deals during Christmas and everyday deals. But checking out needs to be more organized. I had to wait 30 mins to check out in the home department because one of the cashiers had to keep asking the other for help. Probably should do training on a weekday that is less busy.",0,"AZ","Glendale",21,1,3,0.142857142857143,0.0476190476190476
"DJz-fGa44UK9AzHOmqwRzg","m3mPUxW7oAtqJdmiJQG4TQ","2014-05-01",1,"""Never buy furniture from Macy's either from this store or especially on line. Once it is sold you will own it. Be aware they charge hefty fees to return and deliver the furniture The items online are not as they appear and the comfort of them is not worth trying them. Be informed neither store or online service will assist you and have no desire to help you once you have purchased even if you reselect other items they will charge you a hefty fee and not provide assistance if the piece is from an online purchase. At the very least make sure you see and try a demo of what you are buying from a store and never purchase online they will not help you in the store with online purchases and and vice versa. A store manager is never available to help with a problem as well. Macy's does not want to help you as a customer so I can say I will not return to Arrowhead Town Center for large purchase in the future. Sorry Macy's you do not live up to your name. Even Walmart treats customers better !""",0,"AZ","Glendale",67,3,11,0.164179104477612,0.0447761194029851
"DJz-fGa44UK9AzHOmqwRzg","l5sZ9aSP92N7-wU57_Uezw","2014-05-14",1,"We ordered two different sectional sets from Macy's and both were wrong.  One arrived with the wrong configuration and the other was clearly made from 2 different dye lots as the fabrics of the pieces didn't match.  Then, the delivery company of the 2nd set scratched our hardwood floors and refused to do anything about it.  The sales people were very nice, but all of the problems that happened afterwards were a nightmare and I'll never buy furniture from Macys  again!",0,"AZ","Glendale",32,4,1,0.03125,0.125
"DJz-fGa44UK9AzHOmqwRzg","gy9dJq04-Yl9XTU_20CvXg","2014-10-09",4,"Love shopping at Macy's with the coupons they send me. I can use them for on sale items and I always get a great deal.",0,"AZ","Glendale",7,0,3,0.428571428571429,0
"DJz-fGa44UK9AzHOmqwRzg","9J8tpEB0_OLJ5SiyNBhlYw","2014-11-17",3,"I love Macy's. I have been to them all over. They have great specials and sales. This one is an odd one though. It seems forgotten and a little run down. It need to head over to a doctor in Scottsdale and get a face lift. The carpets are old and stained. It doesn't seem well organized. No kids shoes! I wish it offered more upscale selection. Overall, not my favorite Macy's store but happy it's here on the westside. It just needs some sprucing up!",0,"AZ","Glendale",27,1,6,0.222222222222222,0.037037037037037
"f_VTn_CddcdO5hsnru9vRw","oOp63MKcf4_mhT_m8ydDGw","2014-10-11",5,"Best Macy's in town !!!! Good sales and deals clean New store. Friendly staff. Couldn't ask for more. We definitely needed a Macy's on this part of town. Fashion show mall Macy's is super overpriced.",1,"NV","Las Vegas",15,1,4,0.266666666666667,0.0666666666666667
"f_VTn_CddcdO5hsnru9vRw","jEOWLClvJHZMnEvUzltgMQ","2014-10-14",2,"It's nice & new, but it's fairly small.  Lack of variety & selection in all areas.

Was looking for women's shoes, specifically kitten heels for a wedding, and there wasn't even one option for me.

My boyfriend was looking for a navy blue suit.  They don't even carry Alfani brand suits, just dress shirts. He found one by Bar III, but it only comes in slim fit, AND they didn't have his size.  

So when I said small selection and not much variety, that's what I meant.  It's good to have this close by, but they could have done a better job and made it bigger.  

Only saving grace; has a Starbucks inside near the men's section.

AT&T users: Spotty/No reception inside",2,"NV","Las Vegas",47,3,8,0.170212765957447,0.0638297872340425
"f_VTn_CddcdO5hsnru9vRw","E83noSg2s2CjcWB1jHXWNA","2014-10-19",1,"I was really looking forward to having a Macy's so close to home. In all fairness, I understand this a brand new location, and it may take some time to get things right. I'm writing this review in hopes of being heard. I would LOVE to have a Macy's so close that I can actually shop at.

I agree with one of the other reviews about the selection or lack there of. This has to be one of the WORST department stores I have ever visited, as far as selection goes. I'm a pretty conservative woman in my 30's.....the women's apparel that has been selected is just terrible. I feel as though it is TOO conservative. If I was looking for new church clothes or something to wear to a conservative political function, I would shop here. There needs to be more options for women that have professional jobs AND still like to be stylish. Your shoe department is pretty awful as well. Please, please, please give us something we can wear to work that's hip and professional, and something we can wear out for dinner or cocktails.(besides a formal gown)

The staff is SUPER FRIENDLY. I can't tell you how many times they asked if I needed help. I would have loved to have spent money here....the staff is GREAT!! They seemed aware of the selection issues. 

Fingers crossed it gets better! :)",1,"NV","Las Vegas",84,6,11,0.130952380952381,0.0714285714285714
"f_VTn_CddcdO5hsnru9vRw","xqpagVmqYyPMqNXq3XfgqQ","2014-10-19",4,"While this Macy's is clean and beautiful, the clothing selection is limited. There's cute things to find, but not many. As much as I love Macy's, they make Forever 21 look like the cream of the crop (based on the variety of clothing items). Perhaps it is because they're still new? Maybe over time the selection variation will increase (for the better). Overall, the associates are friendly, service is excellent and it is a major plus that there's a location by our home that doesn't require us to go way over to Fashion Show. 

P.S.- cell phone service is pretty much left in the parking lot once you walk in the store. They have free wifi, which is a plus if you're sending iMessages. Regular text messages don't really work for me as a T-Mo customer.",1,"NV","Las Vegas",48,1,12,0.25,0.0208333333333333
"f_VTn_CddcdO5hsnru9vRw","YHbQF6a_qBQtSy-h312Utw","2014-10-23",3,"Men's fragrance. Sales girl wouldn't let me breath which is ironic that I was buying a fragrance. I can't stand sales people like that. And on top of it, she was talking to me very condescendingly because I couldn't decide and almost seemed annoyed. Next time I'll go to perfumania. Ugh. So annoying.


Update : turns out I really like the one I chose. Not sure if it was really her idea but it's good. +1 star",2,"NV","Las Vegas",27,1,3,0.111111111111111,0.037037037037037
"f_VTn_CddcdO5hsnru9vRw","0k2XKSJjGD_odKa-wuSdLg","2014-11-06",4,"Super new Macys.  So bright inside!  I mean, SUPER bright.  Brighter than the sun I imagine.  Located at the new Downtown Summerlin.  Our saleslady was super nice and talked to us about Oregon and where we're from.  They had exactly what we were shopping for.  We will be back to this location!",0,"NV","Las Vegas",20,0,2,0.1,0
"f_VTn_CddcdO5hsnru9vRw","QwvTBtJSxMdRmlPtCE0eRQ","2014-11-18",1,"This Macy's is new & nice. I wish I could say that for the staff. I was purchasing a coat & at the register there was a messy pile of children's clothing laying on the counter. I picked one up to look at it was was told to ""STOP"". The store employee who looked at least 80 yelled at me & told me not to touch it. I then walked away without purchasing a coat. TERRIBLE customer service!!!",2,"NV","Las Vegas",26,2,2,0.0769230769230769,0.0769230769230769
"f_VTn_CddcdO5hsnru9vRw","r43l3BXaSQ93RoJdEfX1Bg","2014-11-19",1,"Just a horrible overall experience.  I came in to buy pajamas and a winter coat for my daughter.  They only had 2 kinds of pj's in her size. And 1 color for a coat. Horrible selection. ...horrible customer service. It took almost 15 minutes to have my question answered from an assosiate. I also was not able to use a coupon that I had because it specifically excluded their on day sale items. ..well 95% of their kid clothes were on their ""one day sale"". Also their escalator was broken so we had to go to the other side of the store to take the elevator. There were no signs anywhere for it so yeah that was fun looking for it.  I will not be returning to this store.",1,"NV","Las Vegas",44,5,6,0.136363636363636,0.113636363636364
"f_VTn_CddcdO5hsnru9vRw","mguenpuex6sLM90CSP9KUw","2014-11-23",2,"Was at store in women's department at 8:00 p.m. on Saturday.  No more than 3 shoppers, 3 saleswomen doing nothing, and no one offered to help while on the floor, to check on dressing room to see if I needed a different size, etc., until I was trying on my last dress.  Then she ended up talking about herself the whole time.  I was asked if I wanted to join a ""buyers club,"" or something to that effect, to receive a discount on future purchases.  I asked twice if there was a fee, was told no, and then saw on the screen it was ringing up as a $25 charge.  Really poor form here, out and out lying to a customer.  Unfortunate in any kind of establishment, but really I thought better of Macy's.",0,"NV","Las Vegas",44,3,4,0.0909090909090909,0.0681818181818182
"f_VTn_CddcdO5hsnru9vRw","DMoDB8-O60LG8bnXTZaLEA","2014-12-06",1,"This company is the absolute worst!  Do not purchase furniture from Michael at this location!  He and the whole team act as if they are competent and know what they are doing however fact is I purchased a couch October 26th with a promised date of November 5th, the 5th came and I was told it would be in the warehouse the 12th that they were gone for Veterans Day...  What warehouse lets their employees off for 8 days for Veterans Day??  The 12th came and I was told it would be there the 19th. 19th came and Michael told me it would be there the 26th.  Seriously??  The day before Thanksgiving??  So he set delivery for December 4th. The truck arrives and is missing 3 of the 6 pieces. Back and forth with the warehouse, not 1 word from Michael because what does he care, he got his commission, they promised delivery of the rest of the pieces on the 6th. Here we are on the 6th and two of the rudest delivery drivers I have ever encountered in my life and then of course it's the weekend so no one of importance is working!  They have no care that they are affecting my time. DO NOT BUY FURNITURE FROM MACY'S!!!!",1,"NV","Las Vegas",70,1,10,0.142857142857143,0.0142857142857143
"f_VTn_CddcdO5hsnru9vRw","-tXMdjb5wiTQrm1xtWvu6w","2014-12-13",1,"So today, I was on my way home from running around the entire city. Since I live across the freeway from this mall, I decided I'd stop for pantyhose/tights (for a Christmas party I'm going to).  

First of all, if you want any cute tights, or the fun ones with bling or cute designs...or anything updated and contemporary in terms of tights/hose...don't expect to find any here!! 

Anyways, I found a pair of plain black tights (mashed on the wall with unlike styles and with no sort of organization or merchandising skills applied - per typical Macy's standards I guess).  I found another pair since they were 2/$22 hue deal and I grabbed a pair of black leggings.  

So I turn to see 8 people in line at this one checkout station, then walk across the floor to another checkout station with 10 people waiting.  I'm clearly standing in the middle of the aisle holding product to buy...and the lovely Aspen appears. 

Now, I saw her trying to fly by me without greeting or any type of extension of customer service skills. But I saw the name tag and the portable printer on her hip...I yelled after her ""excuse me? can you ring me up?""  

Oooooh man!!! She looked like I just ran over her foot. 

She literally said to me (first words) ""if you're paying credit. And if you want a bag, go to a register"". 


I wanted to say ""FU$& YOU ASPEN"" but I didn't want to sink to her crap level. 

Instead, I said ""yeah, credit card. I'm fine with that as long as nobody talks to me on my way out...as I'm holding these things in my hands.""  

She didn't say a word.  She started scanning. Asking me to hold this like that. And let her out the sticker there. Um, YOURE WELCOME ASPEN.  She was a total B!! the whole time. Not one, thanks for helping. Or thanks for holding this. Upon printing my receipt, her words were ""here's your receipt"". 

Again, no thank you. Or come again. Or sorry we have such long lines. Or happy holidays. So rude. 
ASPEN, you are terrible. If you hate your job, go do something else.  Or stay home. Be angry at home. Because honey, angry attitudes and retail don't mix. 

On Monday, I'm probably going to call the store manager.",0,"NV","Las Vegas",147,10,20,0.136054421768707,0.0680272108843537
